Metropolitan Statistical Area,Population,Fraction of population that yields herd immunity,Fraction of population with natural immunity,Fraction of population that has been vaccinated,Vaccine Countdown,Progress to Herd Immunity
"Kalamazoo-Portage, MI MSA",265066,0.991946508907205,0.435714285714286,0.618140387677031,126467,75.5727541911917
"Amarillo, TX MSA",265053,0.913918462840654,0.548214285714286,0.310368115056234,156126,73.7934734478435
"College Station-Bryan, TX MSA",264728,0.993615525849862,0.548214285714286,0.381319694176664,189040,70.778040276404
"Atlantic City-Hammonton, NJ MSA",263670,0.950343501013882,0.126785714285714,0.50247278795464,143820,54.8933610522269
"Lynchburg, VA MSA",263566,0.873760247638484,0.0767857142857143,0.381251754778689,152322,45.0426847831768
"Charleston, WV MSA",257074,0.965143525659718,0.492857142857143,0.46768634712184,145776,73.1831624387481
"Tuscaloosa, AL MSA",252047,0.871581875478777,0.185714285714286,0.298733966284066,160592,46.4263447994865
"Yakima, WA MSA",250873,0.915653411945965,0.121428571428571,0.449338908531408,139260,52.0641608835892
"Fort Smith, AR-OK MSA",250368,0.930924571341597,0.495520814789202,0.322033966002045,159470,68.9351558704044
"Fargo, ND-MN MSA",246145,0.930423350983803,0.238587700919609,0.475995856101079,131339,60.7007433287684
"Binghamton, NY MSA",238691,0.909224148845146,0.233928571428571,0.512503613458404,111456,64.5914992418094
"Appleton, WI MSA",237974,0.975812679155774,0.189285714285714,0.486061502517082,140857,55.7419502070844
"Prescott Valley-Prescott, AZ MSA",235099,0.921622269819475,0.457142857142857,0.353948762010898,140293,68.3655473693172
"Lafayette-West Lafayette, IN MSA",233002,0.990203349225954,0.632142857142857,0.436923288212118,150193,78.4480960354854
"Tyler, TX MSA",232751,0.949583549168656,0.548214285714286,0.325944893899489,153889,71.6888796512548
"Topeka, KS MSA",231969,0.96715676657549,0.233928571428571,0.445645754389595,143318,55.9563270261374
"Macon-Bibb County, GA MSA",229996,0.935925872971009,0.2875,0.335297135602358,155453,53.6911418646697
"Bellingham, WA MSA",229247,0.923400935979143,0.121428571428571,0.621975423887772,89925,66.4103100360819
"Champaign-Urbana, IL MSA",226033,0.956553182810817,0.282142857142857,0.507713475465972,121188,63.7875696309086
"Daphne-Fairhope-Foley, AL MSA",223234,0.895568980169813,0.185714285714286,0.311677432649148,146651,46.2420346917403
"Hilton Head Island-Bluffton-Beaufort, SC MSA",222195,0.896035094612205,0.476785714285714,0.43798015256869,100510,76.2277553421338
"Rochester, MN MSA",221921,0.9302821190824,0.251785714285714,0.583203031709482,94178,69.2811843721841
"Medford, OR MSA",220944,0.857672370069656,0.0892857142857143,0.439980266492867,109917,52.4573733165572
"Burlington-South Burlington, VT MSA",220411,0.980736271801427,0.282142857142857,0.602420024408945,105550,68.4535937148157
"Chico, CA MSA",219186,0.997561628314821,0.489285714285714,0.392424698657761,156364,67.1297797532017
"Charlottesville, VA MSA",218615,0.98553024556506,0.0767857142857143,0.607748782105528,106236,59.0301351878767
"Las Cruces, NM MSA",218195,0.997688699464108,0.578571428571429,0.518769907651413,127917,77.7129623660553
"Yuma, AZ MSA",213787,0.976877082278564,0.457142857142857,0.484828357196649,123774,71.0443670775418
"Athens-Clarke County, GA MSA",213750,0.969748146010336,0.2875,0.392004678362573,143626,55.5683454737181
"Barnstable Town, MA MSA",212990,0.945981062544432,0.0875,0.0441523076200761,213242,13.0827230621411
"Lake Havasu City-Kingman, AZ MSA",212181,0.995532739156626,0.457142857142857,0.305196978051758,169060,60.8973825631169
"Lake Charles, LA MSA",210409,0.923914150434129,0.2375,0.272089121663047,153210,45.9156469832108
"Columbia, MO MSA",208173,0.995389039504689,0.494642857142857,0.519169152579825,121116,73.4157283018776
"Houma-Thibodaux, LA MSA",208075,0.897006999926271,0.2375,0.292865553286075,139029,48.8824486295658
"Springfield, IL MSA",206868,0.991901937122925,0.282142857142857,0.494527911518456,124959,60.6555133011571
"Elkhart-Goshen, IN MSA",206341,0.967629377697801,0.632142857142857,0.334412453172176,140090,76.7708466555721
"Florence, SC MSA",204911,0.924689642404909,0.476785714285714,0.376753810190766,117707,70.7476716949575
"Gainesville, GA MSA",204441,0.941861592752099,0.2875,0.343874271794797,138320,53.9367334540122
"Johnson City, TN MSA",203649,0.991385533983992,0.482142857142857,0.404711046948426,140094,67.6595622953259
"St. Cloud, MN MSA",201964,0.973160509737834,0.251785714285714,0.407968746905389,133960,54.1029921704452
"Monroe, LA MSA",200261,0.95615124540042,0.2375,0.268549542846585,155937,44.1135359920835
"Jacksonville, NC MSA",197938,0.854028581242044,0.496428571428571,0.366235892047005,83688,77.5632015362086
"Bend, OR MSA",197692,0.943376563576655,0.0892857142857143,0.555121097464743,96258,57.6955987340222
"Racine, WI MSA",196311,0.890768367549612,0.189285714285714,0.461308841582998,98175,59.0362696567473
"Saginaw, MI MSA",190539,0.963583822979677,0.435714285714286,0.429434394008576,116224,67.8514514781201
"Punta Gorda, FL MSA",188910,0.896742209381555,0.498214285714286,0.520025408924885,68469,81.7471807597338
"Terre Haute, IN MSA",186367,0.914237908656885,0.632142857142857,0.363304662306095,91090,82.3005307015311
"Warner Robins, GA MSA",185409,0.913695451622923,0.2875,0.343591735029044,117352,55.5795915570512
"Midland, TX MSA",182603,0.939682194075698,0.548214285714286,0.292355547280165,122420,70.9908247381956
"Billings, MT MSA",181667,0.88397296429772,0.260714285714286,0.392019464184469,98956,59.0003605780862
"El Centro, CA MSA",181215,0.994390216674311,0.489285714285714,0.559076235410976,97826,75.0471092713001
"Dover, DE MSA",180786,0.889451656503728,0.371428571428571,0.400102884072882,93213,67.2068554072766
"Greenville, NC MSA",180742,0.964338072581357,0.496428571428571,0.387795863717343,116512,69.7041023182741
"Redding, CA MSA",180080,0.861409997413164,0.489285714285714,0.319108174144825,88327,73.8279691548845
"Joplin, MO MSA",179564,0.940477275174801,0.494642857142857,0.272571339466708,127072,65.776617838188
"Bowling Green, KY MSA",179240,0.862082925588982,0.408928571428571,0.339661905824593,91805,68.3944150897169
"Jackson, TN MSA",178644,0.896663223462628,0.482142857142857,0.235647432883276,116788,66.0193679562267
"Kingston, NY MSA",177573,0.911772629229388,0.233928571428571,0.572181581659374,72977,68.9236896107922
"St. George, UT MSA",177556,0.852340155262625,0.476785714285714,0.362336389646084,77273,75.9564509610023
"Yuba City, CA MSA",175639,0.905765654394009,0.489285714285714,0.365750203542493,94906,72.579499968167
"Panama City, FL MSA",174705,0.92748613935182,0.498214285714286,0.337534701353711,107096,70.1517079557095
"Muskegon, MI MSA",173566,0.98992217608668,0.435714285714286,0.432763329223465,114294,66.2169460854328
"Iowa City, IA MSA",173105,0.987490871660641,0.330357142857143,0.586563068657751,87209,69.2529070145745
"Abilene, TX MSA",172060,0.996543137570994,0.548214285714286,0.317511333255841,135084,67.966617421612
"Oshkosh-Neenah, WI MSA",171907,0.990228654599941,0.189285714285714,0.478014275160407,106532,54.3374919791841
"Bloomington, IL MSA",171517,0.996805798384684,0.282142857142857,0.485998472454625,106370,59.8042853975345
"East Stroudsburg, PA MSA",170271,0.897918302532263,0.435714285714286,0.419484233956458,83539,72.2507101609859
"Burlington, NC MSA",169509,0.994194575250588,0.496428571428571,0.426879988673168,113813,69.3925211176005
"Eau Claire, WI MSA",169304,0.996930894106903,0.189285714285714,0.481742900344942,105843,54.2450819508553
"Bloomington, IN MSA",169230,0.967783424012792,0.632142857142857,0.550085682207646,78475,84.1366456155864
"Hattiesburg, MS MSA",168849,0.865713129902123,0.466071428571429,0.316448424331799,86993,71.4019664068379
"Waterloo-Cedar Falls, IA MSA",168522,0.877391935708644,0.330357142857143,0.479818658691447,72103,70.6108115892014
"Pueblo, CO MSA",168424,0.906054751263486,0.2,0.307610554315299,113353,46.5181158775743
"Blacksburg-Christiansburg, VA MSA",167531,0.93630224335845,0.0767857142857143,0.415917054157141,103624,45.1102437001301
"Kahului-Wailuku-Lahaina, HI MSA",167417,0.9562173384413,0.0482142857142857,0.52808854536875,89051,52.3498880028857
"Odessa, TX MSA",166223,0.997071757663809,0.548214285714286,0.285086901331344,136108,66.6083108889492
"Coeur d'Alene, ID MSA",165697,0.919481030924998,0.266071428571429,0.32713929642661,109704,52.438125550285
"Auburn-Opelika, AL MSA",164542,0.9459581940925,0.185714285714286,0.285951307265014,123640,41.7857518673957
"Janesville-Beloit, WI MSA",163354,0.9956978587054,0.189285714285714,0.542049781456224,91996,58.7315178423135
"Wausau-Weston, WI MSA",163285,0.86913541472936,0.189285714285714,0.387873962703249,88808,54.3408049700636
"State College, PA MSA",162385,0.955489209468706,0.435714285714286,0.474348000123164,89169,70.8134952306853
"Sebastian-Vero Beach, FL MSA",159923,0.951772917360122,0.498214285714286,0.506793894561758,79567,76.3928049635455
"Jackson, MI MSA",158510,0.945714951319192,0.435714285714286,0.41733013689988,93029,68.4834659497569
"Madera, CA MSA",157327,0.856137631307397,0.489285714285714,0.369504280892663,67434,76.9882894500493
"Chambersburg-Waynesboro, PA MSA",155027,0.976893124043359,0.435714285714286,0.318215536648455,115867,61.1451042358663
"Grand Junction, CO MSA",154210,0.893022267150119,0.2,0.29610271707412,102770,46.2691661219135
"Elizabethtown-Fort Knox, KY MSA",153928,0.995258389434138,0.408928571428571,0.41818902343953,105289,63.4398266097629
"Niles, MI MSA",153401,0.997743508566235,0.435714285714286,0.44304144040782,101801,66.2210317716393
"Hanford-Corcoran, CA MSA",152940,0.996119113090881,0.489285714285714,0.283222178632143,125327,62.188021245397
"Decatur, AL MSA",152603,0.994985574358436,0.185714285714286,0.307018865946279,121663,41.2785134980217
"Bangor, ME MSA",152148,0.991300278065164,0.203571428571429,0.558988616347241,82158,60.9549393445997
"Alexandria, LA MSA",152037,0.983498176684837,0.2375,0.310135032919618,118123,45.7886122228569
"Idaho Falls, ID MSA",151530,0.994355630772741,0.266071428571429,0.329545304560153,117136,48.649382246937
"Wichita Falls, TX MSA",151254,0.913313485303595,0.548214285714286,0.333049043331085,85439,74.8521090135
"Jefferson City, MO MSA",151235,0.916532761049848,0.494642857142857,0.352643237345852,86953,71.4685372924629
"Monroe, MI MSA",150500,0.923131137672687,0.435714285714286,0.359375415282392,90357,66.9705128668191
"Santa Fe, NM MSA",150358,0.8843185827847,0.578571428571429,0.605800822038069,30119,91.4085762539962
"Homosassa Springs, FL MSA",149657,0.868354600467127,0.498214285714286,0.441877092284357,56530,80.3553221782305
"Vineland-Bridgeton, NJ MSA",149527,0.979063566154706,0.126785714285714,0.351046968106095,109667,41.1281793094855
"Dothan, AL MSA",149358,0.979717533764472,0.185714285714286,0.279563197150471,120065,39.8680393240659
"Texarkana, TX-AR MSA",148761,0.903515296692524,0.484344278982491,0.178400252754418,107824,62.7701690193852
"Florence-Muscle Shoals, AL MSA",147970,0.9949136681482,0.185714285714286,0.33400689328918,113962,43.2694450791945
"Valdosta, GA MSA",147292,0.9131136956583,0.2875,0.264773375336067,104702,50.0798453805446
"Albany, GA MSA",146726,0.945928703055705,0.2875,0.356514864441203,98347,54.5617397120603
"Rocky Mount, NC MSA",145770,0.928891828239081,0.496428571428571,0.389003224257392,82391,72.4228989209915
"Dalton, GA MSA",144724,0.914924932640528,0.2875,0.313237610900749,96271,53.3774521348608
"Sioux City, IA-NE-SD MSA",144701,0.891957064227649,0.465649264937452,0.501551475110746,55696,79.2474495402914
"Flagstaff, AZ MSA",143476,0.980024806362692,0.457142857142857,0.566150436309905,72323,74.8703277542932
"Morristown, TN MSA",142749,0.894343880531822,0.482142857142857,0.336583793932007,78203,71.4506981849922
"Logan, UT-ID MSA",142165,0.874380765596827,0.456218968401907,0.37351668835508,68370,73.0824778684693
"Rapid City, SD MSA",142107,0.970186851951883,0.610714285714286,0.31519207357836,101014,74.3304321856739
"Lebanon, PA MSA",141793,0.914539993052307,0.435714285714286,0.393778254215652,77853,69.5100695047638
"Winchester, VA-WV MSA",140566,0.996791716474959,0.130045151642035,0.323691362064795,110109,38.4716614437821
"Sumter, SC MSA",140466,0.929733125578602,0.476785714285714,0.243866843221847,100858,63.6334075420487
"Morgantown, WV MSA",139044,0.96190698631146,0.492857142857143,0.444967060786514,81019,72.3513637647452
"Wheeling, WV-OH MSA",138948,0.899393233454774,0.571220811279862,0.400718254310965,62484,80.7053541732352
"Napa, CA MSA",137744,0.853227458368194,0.489285714285714,0.621457195957719,23463,90.8238556820215
"La Crosse-Onalaska, WI-MN MSA",136616,0.986001799881903,0.19779496649629,0.527156409205364,77129,58.6605155267487
"Sherman-Denison, TX MSA",136212,0.988719306093949,0.548214285714286,0.313034093912431,104929,68.320319032256
"Carbondale-Marion, IL MSA",135764,0.88103256494548,0.282142857142857,0.372219439615804,75316,59.3193966978777
"Harrisonburg, VA MSA",134964,0.872981921950581,0.0767857142857143,0.260521324204973,94168,33.5918779447103
"Hammond, LA MSA",134758,0.918351337447494,0.2375,0.294134671039938,94061,47.8411583982995
"Battle Creek, MI MSA",134159,0.953538824326393,0.435714285714286,0.400159512220574,83108,67.0070411374281
"Springfield, OH MSA",134083,0.897488698843146,0.655357142857143,0.417107314126325,48741,87.4367437380293
"Jonesboro, AR MSA",133860,0.987285757834836,0.483928571428571,0.275429553264605,108201,61.9735225890475
"The Villages, FL MSA",132420,0.949554132162884,0.498214285714286,0.680055882797161,42289,84.8116344976696
"Manhattan, KS MSA",130285,0.889247046831625,0.233928571428571,0.331672871013547,80621,52.0221205323075
"Johnstown, PA MSA",130192,0.903646470452852,0.435714285714286,0.420087255745361,65266,71.8266070184011
"Albany-Lebanon, OR MSA",129749,0.99423651452222,0.0892857142857143,0.432357860176186,87156,44.6236624413154
"Mount Vernon-Anacortes, WA MSA",129205,0.932634776716449,0.121428571428571,0.530993382609032,63947,58.0390779103292
"Bismarck, ND MSA",128949,0.997148514645025,0.233928571428571,0.423461988848304,88139,52.7394346351938
"Lawton, OK MSA",126415,0.994727007556562,0.251785714285714,0.373033263457659,92315,50.5649937675178
"Sierra Vista-Douglas, AZ MSA",125922,0.83396409957911,0.457142857142857,0.465693048077381,38480,82.0979194743932
"St. Joseph, MO-KS MSA",125223,0.988899967086078,0.478819657160198,0.27107639970293,102229,61.2773181483086
"Glens Falls, NY MSA",125148,0.982151079259997,0.233928571428571,0.58780004474702,62252,65.0812001249852
"Pittsfield, MA MSA",124944,0.885607231833409,0.0875,0.45825329747727,64168,52.3754215051917
"Cleveland, TN MSA",124942,0.91719763536902,0.482142857142857,0.291831409774135,80166,67.3962857470295
"New Bern, NC MSA",124284,0.867648163443703,0.496428571428571,0.422628817868752,49273,79.2913554395911
"Farmington, NM MSA",123958,0.992556113030867,0.578571428571429,0.481711547459623,75587,76.6987102225075
"Ames, IA MSA",123351,0.988870593821986,0.330357142857143,0.515642353933085,71174,64.8339372309228
"Goldsboro, NC MSA",123131,0.89807545112023,0.496428571428571,0.348612453403286,66196,72.8696809018149
"Staunton, VA MSA",123120,0.995062911808201,0.0767857142857143,0.281513970110461,101409,31.2235193925418
"Lawrence, KS MSA",122259,0.935397089635893,0.233928571428571,0.47921216433964,65800,60.3303399458154
"San Angelo, TX MSA",122027,0.921277430204437,0.548214285714286,0.329222221311677,71787,74.036155681742
"Altoona, PA MSA",121829,0.989458464182151,0.435714285714286,0.387822275484491,85589,63.9412993451057
"Mansfield, OH MSA",121154,0.880411662050886,0.655357142857143,0.341185598494478,46570,86.4579193120874
"Wenatchee, WA MSA",120629,0.88609287634171,0.121428571428571,0.510034900397085,55130,59.2173199215585
"Missoula, MT MSA",119600,0.863979534264391,0.260714285714286,0.536613712374582,44260,71.50100525515
"Owensboro, KY MSA",119440,0.945757064214039,0.408928571428571,0.405768586738111,72068,66.0616760348732
"Brunswick, GA MSA",118779,0.962268200280079,0.2875,0.34622281716465,83864,52.9494148677606
"Weirton-Steubenville, WV-OH MSA",116074,0.992073405513693,0.584310116822027,0.413124386167445,78559,74.4772088191365
"Beckley, WV MSA",115767,0.993156903058264,0.492857142857143,0.419523698463293,78328,68.9055015496406
"Sheboygan, WI MSA",115340,0.993365655887346,0.189285714285714,0.484289925437836,71249,54.62685325908
"Muncie, IN MSA",114135,0.994577466838768,0.632142857142857,0.391641477198055,80248,76.5957590923522
"Anniston-Oxford, AL MSA",113605,0.895948290374101,0.185714285714286,0.303102856388363,75665,45.5210845782858
"California-Lexington Park, MD MSA",113510,0.938241002215073,0.469642857142857,0.516227645141397,52839,76.3182777665128
"Williamsport, PA MSA",113299,0.997505839640331,0.435714285714286,0.392792522440622,80829,63.6785017845772
"Twin Falls, ID MSA",111290,0.936960627735262,0.266071428571429,0.311555395812741,78362,50.3612297588978
"Longview, WA MSA",110593,0.995793995745874,0.121428571428571,0.466530431401626,70698,49.2391850476085
"Michigan City-La Porte, IN MSA",109888,0.867473557146361,0.632142857142857,0.458239298194525,27756,90.3604253716099
"Kankakee, IL MSA",109862,0.937650658346469,0.282142857142857,0.361708324989532,71729,55.0132681935812
"Watertown-Fort Drum, NY MSA",109834,0.895770931495777,0.233928571428571,0.5428555820602,45810,67.8977276639377
"Lewiston-Auburn, ME MSA",108277,0.979011445546306,0.203571428571429,0.534665718481303,59246,59.9392560900738
"Sebring-Avon Park, FL MSA",106221,0.975266448350573,0.498214285714286,0.373532540646388,72529,68.3817484224621
"Decatur, IL MSA",104009,0.910274190299824,0.282142857142857,0.387081887144382,60861,58.4686911499764
"Fond du Lac, WI MSA",103403,0.992981071805752,0.189285714285714,0.429678055762405,69468,50.6351281832028
"Bay City, MI MSA",103126,0.88962864885104,0.435714285714286,0.47070573861102,43631,75.84800221117
"Gettysburg, PA MSA",103009,0.854258244932403,0.435714285714286,0.383383976157423,45402,73.7971895738262
"Lima, OH MSA",102351,0.955341079062322,0.655357142857143,0.330109134253696,65201,79.3172134165126
"Gadsden, AL MSA",102268,0.910273285271878,0.185714285714286,0.267023897993507,73803,41.9000164943287
"Ithaca, NY MSA",102180,0.950024429797504,0.233928571428571,0.666647093364651,38009,73.0042209153048
"Mankato, MN MSA",101927,0.996526137361655,0.251785714285714,0.492460290207698,62532,58.5438689729369
"Grand Forks, ND-MN MSA",100815,0.886760092245747,0.239484008898902,0.436621534493875,51320,60.7081787671649
"Victoria, TX MSA",99742,0.98619806522073,0.548214285714286,0.429959294981051,64554,73.3157802362523
"Cheyenne, WY MSA",99500,0.949894873934356,0.510714285714286,0.391105527638191,60320,71.8964189786617
"Hot Springs, AR MSA",99386,0.958177414236864,0.483928571428571,0.30906767552774,70763,65.4867730398019
"Rome, GA MSA",98498,0.885080896327024,0.2875,0.324209628621901,59857,55.9722197608874
"Dubuque, IA MSA",97311,0.993935799770401,0.330357142857143,0.535581794452837,55027,65.7125755780207
"Cumberland, MD-WV MSA",97284,0.86477258873332,0.476054203598301,0.408289132848156,40476,77.313209240671
"Fairbanks, AK MSA",96849,0.969679393875819,0.507142857142857,0.409544755237535,61326,71.0343247095666
"Cape Girardeau, MO-IL MSA",96765,0.997094146030011,0.481991459426741,0.321800237689247,75775,63.3859105759006
"Pocatello, ID MSA",95489,0.982474215704171,0.266071428571429,0.36243965273487,68957,51.4492650693974
"Corvallis, OR MSA",93053,0.971513363652467,0.0892857142857143,0.633305750486282,41228,62.6208832343885
"Ocean City, NJ MSA",92039,0.916411209695453,0.126785714285714,0.591249361683634,38059,64.5391891943037
"Parkersburg-Vienna, WV MSA",89339,0.902966668802623,0.973496237445493,0.711089221952339,0,100
"Pine Bluff, AR MSA",87804,0.845348671811221,0.483928571428571,0.262243177987335,45299,71.6545943673254
"Grants Pass, OR MSA",87487,0.939038274852208,0.0892857142857143,0.383211219952679,57175,42.9569341633507
"Columbus, IN MSA",83779,0.893694913551176,0.632142857142857,0.475083254753578,26385,88.3332037605115
"Elmira, NY MSA",83456,0.996936893364138,0.233928571428571,0.465742427147239,53490,55.674671584829
"Bloomsburg-Berwick, PA MSA",83194,0.899577677115384,0.435714285714286,0.497307498136885,34615,76.5109526779905
"Midland, MI MSA",83156,0.995281030720515,0.435714285714286,0.47480638799365,52140,68.0057270699783
"Kokomo, IN MSA",82544,0.964449617064264,0.632142857142857,0.372564935064935,52099,78.3336370364369
"Great Falls, MT MSA",81366,0.984591923513526,0.260714285714286,0.410724381191161,55104,54.2349245136854
"Hinesville, GA MSA",80994,0.957818434318094,0.2875,0.194890979578734,68881,43.0638862101792
"Casper, WY MSA",79858,0.950687504316321,0.510714285714286,0.318390142502943,54363,68.4683091158186
"Danville, IL MSA",75758,0.991501289335046,0.282142857142857,0.323424588822303,58678,49.5307720283214
"Grand Island, NE MSA",75553,0.972167880969172,0.435714285714286,0.385636573001734,50672,64.9643529912293
"Lewiston, ID-WA MSA",62990,0.939586280570377,0.214216769101671,0.361311319257025,41849,49.9941215661266
"Enid, OK MSA",61056,0.977248420023237,0.251785714285714,0.333071278825996,45442,48.715712874241
"Walla Walla, WA MSA",60760,0.821225966696964,0.121428571428571,0.496395655036208,23613,62.5815217825237
"Carson City, NV MSA",55916,0.989144769868636,0.0214285714285714,0.500447099220259,33457,46.7251604653895
